-0.5470037	0.4	0.00001588	0.00008305
-0.3556397	-6.9	0.00001848	0.00006906
0.2714684	-1.5	0.000018	0.00007103
0.4769702	1.3	0.00001398	0.0000905
0	0	0	0
2.5195714	5.7	0.00000656	0.00015827
0	0	0	0
1.989487	-5.7	0.00004639	0.00016984
0	0	0	0
-0.437598	-4.2	0.00004021	0.00011795
0	0	0	0
-0.1996	-1.6	0.00003419	0.00011738
0	0	0	0
-0.0951275	0.5	0.00003009	0.00013984
0	0	0	0
-1.2771555	4.3	-0.00001582	0.00008803
0	0	0	0
-0.008293	1.9	0.00001589	0.00010896
0	0	0	0
-0.5332895	3.9	-0.00002027	0.00009752
0	0	0	0
0.1487015	-0.2	0.00001473	0.00011622
0	0	0	0
-0.000006	0	0.00001459	0.00011006
0	0	0	0
0.490777	-1.4	0.00002833	0.00012135
0	0	0	0
-0.000641	0	0.00001741	0.00011558
0	0	0	0
-0.000115	0	0.00001736	0.00011546
0	0	0	0
-6.3200038	-59.9	0.00249074	0.00126614
0	0	0	0
0	0	0	0
0	0	0	0
0.0199828	-0.7	0.00002546	0.0000111
0	0	0	0
0	0	0	0
0	0	0	0
0.02	-0.8	0.00002583	0.00001057
0	0	0	0
0	0	0	0
0	0	0	0
0	-0.1	0.00002573	0.00001076
0	0	0	0
0	0	0	0
0	0	0	0
0.0100167	-0.4	0.00002601	0.00001032
0	0	0	0
0	0	0	0
0	0	0	0
-0.0199997	-2.1	0.00002512	0.00001265
0	0	0	0
0	0	0	0
0	0	0	0
8.332531	39.9	0.00289123	0.00489754
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.00781	-1.3	0.00016554	0.00020867
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.430476	1.2	0.00005206	0.00011251
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.029934	8.1	-0.00003454	0.00027345
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.390603	-0.9	0.00001789	0.00018775
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.2709825	-2.6	0.00005871	0.00013973
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0499175	-2.1	0.00007921	0.00013704
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0600865	0	0.00004444	0.00013276
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.1279105	1.7	0.00005726	0.0001688
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.161363	-2.4	0.00006684	0.00012703
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.29875	-0.9	0.00007714	0.00013635
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.249841	-0.4	0.00006149	0.00012131
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.199033	-2	0.00008266	0.00010199
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.03013	-0.8	0.00006769	0.00012488
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.43043	1.2	0.00007919	0.00010983
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-2.4888965	4.3	0.0000119	0.00007574
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.9716975	0.1	0.00004142	0.00008986
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.118486	-0.5	0.00004202	0.00008592
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.410895	-1.8	0.00002631	0.00007665
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.269375	2.7	0.00003792	0.00010776
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.540051	-3.1	0.00006571	0.0000937
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.249949	-3.6	0.00006084	0.00008446
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.510131	1.1	0.00004939	0.00009241
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.179915	2.2	0.00004641	0.00010547
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.199789	-0.6	0.0000533	0.00011543
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.45006	-1.2	0.00005314	0.00009815
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.598076	0.1	0.00005682	0.00007385
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.387959	3	0.0000197	0.00009776
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.9241345	2.5	0.00001784	0.00007519
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.8499432	19.5	-0.00001026	0.00006178
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.2196069	25.2	-0.0000421	0.00008822
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.1792554	15.5	-0.00003399	0.00007012
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.4458476	17.5	-0.00003798	0.00001551
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.0962056	4	-0.00006649	0.00007041
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.289298	12.8	-0.00007995	0.00004617
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.899122	13.4	-0.00011954	0.00001822
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.25002	-2	-0.00010152	0.00005043
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.890438	-2	-0.00010136	0.00004567
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.210383	0.7	-0.00008146	0.00002294
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.186614	-0.1	-0.00006984	0.0000452
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.622003	0.3	-0.00008241	0.00004498
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.311328	-0.2	-0.00007338	0.00001655
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.405314	3.7	-0.00009506	0.00003455
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.279145	-3.1	-0.0000858	0.00003658
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.015965	-1	-0.00008788	0.0000392
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.12806	-0.4	-0.00008461	0.00004109
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.65105	-2.3	-0.00008733	0.00004569
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.951244	2.4	-0.00005608	0.00001421
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.008791	0	-0.00008892	0.00004837
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.030864	0.1	-0.00005894	0.00003516
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.6903156	-1.8	-0.00006463	0.00003083
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.4499159	-2.8	-0.00005626	0.0000337
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-2.5602021	2.3	-0.00005553	0.00000393
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.1100414	-0.6	-0.00004917	0.00003017
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.0593307	-0.7	-0.00003365	0.00002389
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.1393307	-2.6	-0.00003164	0.00002115
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0686598	1.3	-0.0000314	0.00002683
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.1887748	-5.9	-0.00003472	0.00002876
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.139885	-0.6	-0.000036	0.0000309
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0699874	0.8	-0.0000304	0.00003013
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.3702741	-3.6	-0.00004797	0.00003828
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0788731	-5.5	-0.0000228	0.00003741
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0386328	-0.6	-0.00003631	0.00003721
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.851346	3.9	-0.00007898	0.00006672
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.3288412	-20.3	-0.00000964	0.00005073
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.4273088	-20.9	-0.00001162	0.00006538
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.7541225	-21.4	0.00002329	0.00005917
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.672328	-13.4	0.00002679	0.00003669
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2.3784643	-27.7	0.00007877	0.00004583
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.3299446	1.6	0.00004424	0.000067
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0303878	-2.5	0.00004818	0.00005928
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0603372	-0.3	0.00004781	0.00005483
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.4498927	3.1	0.00005272	0.00007174
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.5704963	1.3	0.00005438	0.00008469
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.979502	-1.9	0.00008392	0.0000806
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.560251	-0.7	0.00007227	0.00008436
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.221217	-1.3	0.00006802	0.00007644
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.06096	-2.5	0.00008482	0.00006761
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.240513	-0.6	0.0000635	0.00007148
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0199945	-0.3	0.00006834	0.00007257
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.2899995	0.3	0.00005712	0.00007211
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.00006508	0.00007237
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.239805	1.9	0.00004745	0.00008994
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.110195	0.2	0.00005473	0.00006182
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.160001	0.3	0.00005608	0.00007
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.41	8.5	0.00003338	0.00008692
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.14009	-0.2	0.00005042	0.00007961
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.429911	1.8	0.00004852	0.00013767
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.530071	7	0.00005023	0.0002565
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.600072	7.1	0.00004312	0.00020732
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.480529	-0.4	0.00004984	0.00014985
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.212398	1.1	0.0000558	0.0002016
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.918161	-4.9	0.0000951	0.00026393
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.301206	-0.9	0.00007036	0.00014896
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.149974	-0.1	0.0000631	0.00015151
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.679732	-4.4	0.0000531	0.00010238
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.109738	-0.7	0.00009675	0.00012674
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.039937	1.1	0.00005093	0.0000946
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.831074	-10.6	0.00016039	0.00004798
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.060891	0.6	0.00007083	0.0001271
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.150116	-3	-0.00002248	0.00003521
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.270748	-4.7	-0.00004918	0.00002055
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.489041	-3	0.00014817	0.00012987
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.3200305	-0.8	0.00008653	0.00005859
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.2500575	-5.9	0.00006795	-0.00000246
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.000141	-0.2	0.00009623	0.00007467
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.250218	5.1	0.00012749	0.00023597
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.250148	-0.2	0.00012021	0.00013637
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.709828	-2.7	0.00018513	0.00009216
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.210304	-0.9	0.00011753	0.0000584
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.279938	-11.8	0.00010227	-0.00012527
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.12992	-10.2	0.00006425	-0.00000478
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.210261	-0.3	0.00013823	-0.00000918
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.410243	0.3	0.00014918	-0.0000101
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-4.149987	-1.9	-0.00038052	-0.00017638
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.150044	1	0.00007266	0.00001198
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.029955	0.2	0.0000788	0.00001278
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.420022	2.9	0.00005487	0.00003431
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-2.4595034	13.9	0.00002613	0.00002491
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.6652766	4	0.00003721	0.00002245
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.555233	-4.5	0.00003593	0.00002813
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.4168143	-5.3	0.00003908	0.00004167
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.9708163	18.4	0.00002579	0.00007006
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.7522188	-12.9	0.00001468	-0.00002014
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.5693536	-16.5	0.00002255	0.00001319
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.059215	-1.1	0.00002283	0.00000206
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.059978	-1.1	0.0000234	0.00000124
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.1600796	350.4	0.0000346	-0.0000232
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.160089	-347	0.0000317	0.00003648
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.2006848	5.3	0.00003623	0.00001665
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.3491466	44.9	0.00001176	0.00006205
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.13	-12.7	0.00001451	0.00005896
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.5	3.8	0.00019524	0.00019605
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.00002285	0.000037
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.9705085	-9.7	0.00007964	0.00004521
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.3347662	2.4	0.00004367	0.00002506
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0349537	-3.9	0.00003402	0.00002312
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.331498	9	0.00001845	0.00005766
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.378507	12.3	0.00000795	0.00006298
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.2233024	12.9	0.00000077	0.00005903
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0203846	5.5	-0.00000256	0.00006466
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.2707	1.6	-0.0000003	0.00007009
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0293567	0.6	0.00000102	0.00006697
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.9100907	18.2	-0.00021086	0.00036126
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.0101384	0.1	-0.0000075	0.00006998
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3.909991	17	-0.00038197	0.0005108
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.52	-3	0.00002932	0.00028773
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.18	3.5	-0.0000341	0.00025697
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.150123	6.6	-0.00009097	0.00017696
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.119408	15.8	-0.00013155	0.00000273
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.619753	9.3	-0.00014748	0.00020556
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.479053	0.9	-0.00000244	-0.00002565
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.039247	-6.9	-0.00004958	0.00011197
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.031059	-1.6	-0.00005832	0.00008067
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.379449	1	-0.00004998	0.00004089
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.639032	-11.3	-0.00005348	0.00018146
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.619531	-7.6	-0.00012647	0.00023479
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.349305	-12.6	0.00000003	0.00016161
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.339736	-8.5	0.00005133	0.00011018
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.530598	-22	0.0002381	0.00007214
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.121182	-4	0.00007266	0.00011868
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.42088	-16.8	0.00006799	0.00014652
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.549732	-4.9	0.00004948	0.00014108
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.191439	-0.9	-0.00001361	0.00022088
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.26395	-3.6	0.00012205	0.00011841
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.034474	-4.6	0.00005288	0.00013227
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.011506	-5.6	0.00012098	0.00009089
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.00004	-1.8	0.00010306	0.00010446
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.850127	-4.6	0.00016769	0.00015135
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.160502	-1.2	0.00013754	0.00012169
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.350734	-1	0.00013592	0.00011379
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.270026	-0.1	0.00012499	0.00008884
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.03011	1.1	0.00010003	0.00013995
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.009893	-0.7	0.00013451	0.00007206
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.309975	1.7	0.00011127	0.00010341
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.100051	-0.2	0.00013499	0.00009467
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.119949	-1.4	0.0001319	0.00011109
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.369644	5	0.00009002	0.00013966
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.741218	1.1	0.00012955	0.00012399
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.101126	-0.7	0.000153	0.00013491
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.13262	-1.5	0.00012026	0.00001217
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.189892	1.1	0.00013393	0.00013059
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.969972	1.4	0.00007953	0.00008408
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.1900515	1.6	0.00009539	0.00017865
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.4604375	0.8	0.00012061	0.00014892
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.579705	1.8	0.00008086	0.00011765
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.160697	1.1	0.0000708	0.00011966
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.490583	0.5	0.00016138	0.0001795
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.030468	-3	0.00013655	0.00011713
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.67995	0.3	0.00008643	0.00011327
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.048979	0.1	0.0001169	0.00014089
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.279751	2.7	0.00005764	0.0001909
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.340365	2.8	0.00006	0.00015666
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.4094455	1.4	0.00007641	0.00014131
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.3058715	-2.5	0.00010153	-0.0000065
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.266534	0.1	0.00010315	0.00013207
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.768901	-0.3	0.00012312	0.00015347
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.839364	-3.4	0.0001077	0.00007718
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.469312	-2.7	0.00015074	0.00010653
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.719992	-0.3	0.00010792	0.00011549
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.980269	1.9	0.00014308	0.00015161
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.73943	4	0.00012147	0.00008543
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.859947	6.2	0.00012833	0.00011556
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.249158	0.3	0.0001088	0.00017058
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.229875	2.6	0.00000473	0.00023039
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.079922	0.4	0.00008453	0.00017384
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.51001	-1.8	0.00007599	0.00018476
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.280007	-1.1	0.00009593	0.00012532
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.510046	2.3	0.00005667	0.00023684
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-0.010022	0	0.00009285	0.00016904
